"","ARG_RGDP_EXT","AUS_RGDP_EXT","AUT_RGDP_EXT","BEL_RGDP_EXT","BRA_RGDP_EXT","BUL_RGDP_EXT","CAN_RGDP_EXT","CHE_RGDP_EXT","CHL_RGDP_EXT","CHN_RGDP_EXT","COL_RGDP_EXT","CRO_RGDP_EXT","CZE_RGDP_EXT","DEN_RGDP_EXT","DEU_RGDP_EXT","ESP_RGDP_EXT","EUR_RGDP_EXT","FIN_RGDP_EXT","FRA_RGDP_EXT","GBR_RGDP_EXT","GRE_RGDP_EXT","HKG_RGDP_EXT","HUN_RGDP_EXT","ICE_RGDP_EXT","IDN_RGDP_EXT","IND_RGDP_EXT","IRE_RGDP_EXT","ISE_RGDP_EXT","ITA_RGDP_EXT","JPN_RGDP_EXT","KOR_RGDP_EXT","MAL_RGDP_EXT","MEX_RGDP_EXT","NLD_RGDP_EXT","NOR_RGDP_EXT","NZD_RGDP_EXT","PER_RGDP_EXT","PHP_RGDP_EXT","POL_RGDP_EXT","POR_RGDP_EXT","ROM_RGDP_EXT","RUS_RGDP_EXT","SAF_RGDP_EXT","SAR_RGDP_EXT","SGP_RGDP_EXT","SWE_RGDP_EXT","TAW_RGDP_EXT","THA_RGDP_EXT","TUR_RGDP_EXT","URU_RGDP_EXT","USA_RGDP_EXT","VTN_RGDP_EXT"

"1965-12-01",1.61915775806667,1.7916368889134,1.02775201819055,1.7140116574224,2.51400171775567,NA,2.13599436335465,1.99962786893525,NA,1.62985205828121,1.93465409083627,NA,NA,NA,2.74348290238539,2.6903378148421,2.33662051657202,NA,2.38111283262384,1.57041411377325,2.38011689843899,1.73949049022819,NA,NA,1.09975702220869,1.74204840872648,1.36091694261088,NA,2.18079779529458,3.34847399693987,1.93503294597623,1.70702221400441,2.46778445456339,1.97726316092904,1.78756309929762,1.79048264119034,2.34628837464282,2.35775774529963,NA,2.17752660571085,1.57659527482565,NA,2.11894400446212,NA,1.28145114101814,1.33357988165681,2.47654513416039,1.84235657688261,2.57525789787475,1.31294032404039,2.11993382961125,NA

"1966-01-01",1.61915775806667,1.78643882685152,1.03017321750001,1.7140116574224,2.51400171775567,NA,2.17682520451725,1.99962786893525,NA,1.62985205828121,1.93465409083627,NA,NA,NA,2.74348290238539,2.6903378148421,2.33662051657202,NA,2.40324012094045,1.57308024679545,2.38011689843899,1.73949049022819,NA,NA,1.09975702220869,1.74204840872648,1.36091694261088,NA,2.18079779529458,3.34847399693987,2.04116182828356,1.70702221400441,2.46778445456339,1.97726316092904,1.78756309929762,1.79048264119034,2.34628837464282,2.35775774529963,NA,2.17752660571085,1.57659527482565,NA,2.1487037653236,NA,1.28145114101814,1.33357988165681,2.47654513416039,1.84235657688261,2.57525789787475,1.31294032404039,2.17224979321754,NA

"1966-02-01",1.61915775806667,1.78643882685152,1.03336703825469,1.7140116574224,2.51400171775567,NA,2.17682520451725,1.99962786893525,NA,1.62985205828121,1.93465409083627,NA,NA,NA,2.74348290238539,2.6903378148421,2.33662051657202,NA,2.40324012094045,1.57308024679545,2.38011689843899,1.73949049022819,NA,NA,1.09975702220869,1.74204840872648,1.36091694261088,NA,2.18079779529458,3.34847399693987,2.04116182828356,1.70702221400441,2.46778445456339,1.97726316092904,1.78756309929762,1.79048264119034,2.34628837464282,2.35775774529963,NA,2.17752660571085,1.57659527482565,NA,2.1487037653236,NA,1.28145114101814,1.33357988165681,2.47654513416039,1.84235657688261,2.57525789787475,1.31294032404039,2.17224979321754,NA

"1966-03-01",1.62011315751014,1.78643882685152,1.04046838646438,1.72686674485307,2.5561112422588,NA,2.17682520451725,1.97266978271734,NA,1.65977088706437,1.96158944389977,NA,NA,NA,2.79368657228912,2.67169299508983,2.35840801434659,NA,2.40324012094045,1.57308024679545,2.41273269571206,1.74598111377687,NA,NA,1.10742974397159,1.74037152897149,1.36091694261088,NA,2.20190848090465,3.43835494854149,2.04116182828356,1.73757651348085,2.50528510068667,1.92403673486214,1.79705200100888,1.83196303082496,2.39557896113792,2.35022153332836,NA,2.18929212768685,1.60015506970877,NA,2.1487037653236,NA,1.27735517846694,1.35207100591716,2.46862923647129,1.89858082526819,2.67010756332808,1.32595154026717,2.17224979321754,NA

"1966-04-01",1.62011315751014,1.81091780634115,1.04242052390809,1.72686674485307,2.5561112422588,NA,2.22267314272411,1.97266978271734,NA,1.65977088706437,1.96158944389977,NA,NA,NA,2.79368657228912,2.67169299508983,2.35840801434659,NA,2.43973284796703,1.58226245009969,2.41273269571206,1.74598111377687,NA,NA,1.10742974397159,1.74037152897149,1.36091694261088,NA,2.20190848090465,3.43835494854149,2.17637759517079,1.73757651348085,2.50528510068667,1.92403673486214,1.79705200100888,1.83196303082496,2.39557896113792,2.35022153332836,NA,2.18929212768685,1.60015506970877,NA,2.17207882104323,NA,1.27735517846694,1.35207100591716,2.46862923647129,1.89858082526819,2.67010756332808,1.32595154026717,2.18114143920596,NA

"1966-05-01",1.62011315751014,1.81091780634115,1.04363377470911,1.72686674485307,2.5561112422588,NA,2.22267314272411,1.97266978271734,NA,1.65977088706437,1.96158944389977,NA,NA,NA,2.79368657228912,2.67169299508983,2.35840801434659,NA,2.43973284796703,1.58226245009969,2.41273269571206,1.74598111377687,NA,NA,1.10742974397159,1.74037152897149,1.36091694261088,NA,2.20190848090465,3.43835494854149,2.17637759517079,1.73757651348085,2.50528510068667,1.92403673486214,1.79705200100888,1.83196303082496,2.39557896113792,2.35022153332836,NA,2.18929212768685,1.60015506970877,NA,2.17207882104323,NA,1.27735517846694,1.35207100591716,2.46862923647129,1.89858082526819,2.67010756332808,1.32595154026717,2.18114143920596,NA

"1966-06-01",1.6210685569536,1.81091780634115,1.04161062052731,1.73918620364078,2.59822076676193,NA,2.22267314272411,2.07388084325476,NA,1.68968971584753,1.98852479696327,NA,NA,NA,2.80180775418532,2.80988401207723,2.39059895577616,NA,2.43973284796703,1.58226245009969,2.44451219049092,1.75247173732555,NA,NA,1.1151024657345,1.7386946492165,1.35987569016818,NA,2.23325465044686,3.57235927638388,2.17637759517079,1.76813081295728,2.54278574680992,1.98054874278501,1.81456997339889,1.85191562330743,2.44486954763301,2.38251958463384,NA,2.20920301103083,1.62371486459188,NA,2.17207882104323,NA,1.29490930368637,1.34319526627219,2.50255451228171,1.95480507365378,2.76137799612281,1.33896275649395,2.18114143920596,NA

"1966-07-01",1.6210685569536,1.86211986259824,1.04336549707793,1.73918620364078,2.59822076676193,NA,2.22182043453082,2.07388084325476,NA,1.68968971584753,1.98852479696327,NA,NA,NA,2.80180775418532,2.80988401207723,2.39059895577616,NA,2.47025376434664,1.58749177664516,2.44451219049092,1.75247173732555,NA,NA,1.1151024657345,1.7386946492165,1.35987569016818,NA,2.23325465044686,3.57235927638388,2.13493417836883,1.76813081295728,2.54278574680992,1.98054874278501,1.81456997339889,1.85191562330743,2.44486954763301,2.38251958463384,NA,2.20920301103083,1.62371486459188,NA,2.20408761827355,NA,1.29490930368637,1.34319526627219,2.50255451228171,1.95480507365378,2.76137799612281,1.33896275649395,2.19665012406948,NA

"1966-08-01",1.6210685569536,1.86211986259824,1.03657906818842,1.73918620364078,2.59822076676193,NA,2.22182043453082,2.07388084325476,NA,1.68968971584753,1.98852479696327,NA,NA,NA,2.80180775418532,2.80988401207723,2.39059895577616,NA,2.47025376434664,1.58749177664516,2.44451219049092,1.75247173732555,NA,NA,1.1151024657345,1.7386946492165,1.35987569016818,NA,2.23325465044686,3.57235927638388,2.13493417836883,1.76813081295728,2.54278574680992,1.98054874278501,1.81456997339889,1.85191562330743,2.44486954763301,2.38251958463384,NA,2.20920301103083,1.62371486459188,NA,2.20408761827355,NA,1.29490930368637,1.34319526627219,2.50255451228171,1.95480507365378,2.76137799612281,1.33896275649395,2.19665012406948,NA

"1966-09-01",1.62202395639707,1.86211986259824,1.04454354961677,1.75418380564323,2.64033029126506,NA,2.22182043453082,2.04786865479888,NA,1.7196085446307,2.01546015002677,NA,NA,NA,2.80549920050176,2.86581847133403,2.41892308717804,NA,2.47025376434664,1.58749177664516,2.47796429025816,1.75896236087423,NA,NA,1.12277518749741,1.73701776946151,1.37028821459519,NA,2.29658670727707,3.65897182974543,2.13493417836883,1.79868511243371,2.58028639293318,2.02128995779916,1.83865718543516,1.85139055508421,2.49416013412811,2.45142209408551,NA,2.23544917543881,1.647274659475,NA,2.20408761827355,NA,1.33235810415448,1.30880177514793,2.5749284340106,2.01102932203937,2.81864571866068,1.35197397272073,2.19665012406948,NA

"1966-10-01",1.62202395639707,1.87430210496352,1.05940360203483,1.75418380564323,2.64033029126506,NA,2.24863116656182,2.04786865479888,NA,1.7196085446307,2.01546015002677,NA,NA,NA,2.80549920050176,2.86581847133403,2.41892308717804,NA,2.48803381518976,1.58086247291429,2.47796429025816,1.75896236087423,NA,NA,1.12277518749741,1.73701776946151,1.37028821459519,NA,2.29658670727707,3.65897182974543,2.17429855959057,1.79868511243371,2.58028639293318,2.02128995779916,1.83865718543516,1.85139055508421,2.49416013412811,2.45142209408551,NA,2.23544917543881,1.647274659475,NA,2.21133569756646,NA,1.33235810415448,1.30880177514793,2.5749284340106,2.01102932203937,2.81864571866068,1.35197397272073,2.21546732837056,NA

"1966-11-01",1.62202395639707,1.87430210496352,1.05231218842032,1.75418380564323,2.64033029126506,NA,2.24863116656182,2.04786865479888,NA,1.7196085446307,2.01546015002677,NA,NA,NA,2.80549920050176,2.86581847133403,2.41892308717804,NA,2.48803381518976,1.58086247291429,2.47796429025816,1.75896236087423,NA,NA,1.12277518749741,1.73701776946151,1.37028821459519,NA,2.29658670727707,3.65897182974543,2.17429855959057,1.79868511243371,2.58028639293318,2.02128995779916,1.83865718543516,1.85139055508421,2.49416013412811,2.45142209408551,NA,2.23544917543881,1.647274659475,NA,2.21133569756646,NA,1.33235810415448,1.30880177514793,2.5749284340106,2.01102932203937,2.81864571866068,1.35197397272073,2.21546732837056,NA

"1966-12-01",1.62297935584053,1.87430210496352,1.14943741887843,1.77239517950335,2.68243981576819,NA,2.24863116656182,2.07151609884968,NA,1.74952737341386,2.04239550309027,NA,NA,NA,2.76194013396766,2.87349575005555,2.41316025852767,NA,2.48803381518976,1.58086247291429,2.51058008753122,1.76545298442291,NA,NA,1.13044790926032,1.73534088970652,1.39215451589192,NA,2.30746190895498,3.73251079014674,2.17429855959057,1.82923941191014,2.61657734079442,2.02786112151113,1.8707734681502,1.82933768970885,2.5434507206232,2.46649451802805,NA,2.27074574136679,1.67083445435811,NA,2.21133569756646,NA,1.34055002925687,1.375,2.59076022938878,2.06725357042496,2.83475226562446,1.36498518894751,2.21546732837056,NA

"1967-01-01",1.62297935584053,1.94746425601064,1.04284775744621,1.77239517950335,2.68243981576819,NA,2.24341576528656,2.07151609884968,NA,1.74952737341386,2.04239550309027,NA,NA,NA,2.76194013396766,2.87349575005555,2.41316025852767,NA,2.52825704357767,1.60236653424004,2.51058008753122,1.76545298442291,NA,NA,1.13044790926032,1.73534088970652,1.39215451589192,NA,2.30746190895498,3.73251079014674,2.23221735268862,1.82923941191014,2.61657734079442,2.02786112151113,1.8707734681502,1.82933768970885,2.5434507206232,2.46649451802805,NA,2.27074574136679,1.67083445435811,NA,2.29172542407695,NA,1.34055002925687,1.375,2.59076022938878,2.06725357042496,2.83475226562446,1.36498518894751,2.23573200992556,NA

"1967-02-01",1.62297935584053,1.94746425601064,1.05130336755656,1.77239517950335,2.68243981576819,NA,2.24341576528656,2.07151609884968,NA,1.74952737341386,2.04239550309027,NA,NA,NA,2.76194013396766,2.87349575005555,2.41316025852767,NA,2.52825704357767,1.60236653424004,2.51058008753122,1.76545298442291,NA,NA,1.13044790926032,1.73534088970652,1.39215451589192,NA,2.30746190895498,3.73251079014674,2.23221735268862,1.82923941191014,2.61657734079442,2.02786112151113,1.8707734681502,1.82933768970885,2.5434507206232,2.46649451802805,NA,2.27074574136679,1.67083445435811,NA,2.29172542407695,NA,1.34055002925687,1.375,2.59076022938878,2.06725357042496,2.83475226562446,1.36498518894751,2.23573200992556,NA

"1967-03-01",1.6342884286665,1.94746425601064,1.05502017293638,1.79007092472052,2.7106054335324,NA,2.24341576528656,2.12921586233362,NA,1.72534670620184,2.06261051296168,NA,NA,NA,2.74791263796513,2.88117302877709,2.43181888108893,NA,2.52825704357767,1.60236653424004,2.54403218729846,1.77194364468549,NA,NA,1.13428427014177,1.76977687791795,1.41297956474596,NA,2.35352158664967,3.83219693646853,2.23221735268862,1.84509367992881,2.65165859039361,2.05546000910136,1.91018890602772,1.78680716362778,2.56752703253668,2.5623120702343,NA,2.31237758835878,1.72628730941955,NA,2.29172542407695,NA,1.39262726740784,1.38979289940828,2.69140521429302,2.10750233588908,2.85264842891753,1.35561603055272,2.23573200992556,NA

"1967-04-01",1.6342884286665,1.94471638179291,1.05652624209215,1.79007092472052,2.7106054335324,NA,2.29047335930252,2.12921586233362,NA,1.72534670620184,2.06261051296168,NA,NA,NA,2.74791263796513,2.88117302877709,2.43181888108893,NA,2.55658177770424,1.6248382268557,2.54403218729846,1.77194364468549,NA,NA,1.13428427014177,1.76977687791795,1.41297956474596,NA,2.35352158664967,3.83219693646853,2.28933199051508,1.84509367992881,2.65165859039361,2.05546000910136,1.91018890602772,1.78680716362778,2.56752703253668,2.5623120702343,NA,2.31237758835878,1.72628730941955,NA,2.29537078160368,NA,1.39262726740784,1.38979289940828,2.69140521429302,2.10750233588908,2.85264842891753,1.35561603055272,2.23779983457403,NA

"1967-05-01",1.6342884286665,1.94471638179291,1.05398380049931,1.79007092472052,2.7106054335324,NA,2.29047335930252,2.12921586233362,NA,1.72534670620184,2.06261051296168,NA,NA,NA,2.74791263796513,2.88117302877709,2.43181888108893,NA,2.55658177770424,1.6248382268557,2.54403218729846,1.77194364468549,NA,NA,1.13428427014177,1.76977687791795,1.41297956474596,NA,2.35352158664967,3.83219693646853,2.28933199051508,1.84509367992881,2.65165859039361,2.05546000910136,1.91018890602772,1.78680716362778,2.56752703253668,2.5623120702343,NA,2.31237758835878,1.72628730941955,NA,2.29537078160368,NA,1.39262726740784,1.38979289940828,2.69140521429302,2.10750233588908,2.85264842891753,1.35561603055272,2.23779983457403,NA

"1967-06-01",1.64559750149247,1.94471638179291,1.0405160616005,1.80721104129474,2.7387710512966,NA,2.29047335930252,2.10840611156891,NA,1.70116603898982,2.08282552283309,NA,NA,NA,2.73905316680565,2.91626916007547,2.45102262900266,NA,2.55658177770424,1.6248382268557,2.57664798457152,1.77843430494806,NA,NA,1.13812063102322,1.80421286612937,1.43380461359998,NA,2.40405928856468,3.93515148103038,2.28933199051508,1.86094794794749,2.68673983999278,2.07648773297965,1.94011544219399,1.75425293378795,2.59160334445016,2.55908226510376,NA,2.36215479671874,1.78174016448099,NA,2.29537078160368,NA,1.3908718548859,1.39423076923077,2.68801268671198,2.1477511013532,2.86875497588131,1.34624687215794,2.23779983457403,NA

"1967-07-01",1.64559750149247,1.98128600784057,1.04882213331476,1.80721104129474,2.7387710512966,NA,2.29810807219596,2.10840611156891,NA,1.70116603898982,2.08282552283309,NA,NA,NA,2.73905316680565,2.91626916007547,2.45102262900266,NA,2.58786985363799,1.63199252203109,2.57664798457152,1.77843430494806,NA,NA,1.13812063102322,1.80421286612937,1.43380461359998,NA,2.40405928856468,3.93515148103038,2.3744547680449,1.86094794794749,2.68673983999278,2.07648773297965,1.94011544219399,1.75425293378795,2.59160334445016,2.55908226510376,NA,2.36215479671874,1.78174016448099,NA,2.41079644434329,NA,1.3908718548859,1.39423076923077,2.68801268671198,2.1477511013532,2.86875497588131,1.34624687215794,2.2570306038048,NA

"1967-08-01",1.64559750149247,1.98128600784057,1.03947981899708,1.80721104129474,2.7387710512966,NA,2.29810807219596,2.10840611156891,NA,1.70116603898982,2.08282552283309,NA,NA,NA,2.73905316680565,2.91626916007547,2.45102262900266,NA,2.58786985363799,1.63199252203109,2.57664798457152,1.77843430494806,NA,NA,1.13812063102322,1.80421286612937,1.43380461359998,NA,2.40405928856468,3.93515148103038,2.3744547680449,1.86094794794749,2.68673983999278,2.07648773297965,1.94011544219399,1.75425293378795,2.59160334445016,2.55908226510376,NA,2.36215479671874,1.78174016448099,NA,2.41079644434329,NA,1.3908718548859,1.39423076923077,2.68801268671198,2.1477511013532,2.86875497588131,1.34624687215794,2.2570306038048,NA

"1967-09-01",1.65690657431844,1.98128600784057,1.05507673446403,1.82435115786896,2.76693666906081,NA,2.29810807219596,2.08381276975609,NA,1.6769853717778,2.1030405327045,NA,NA,NA,2.80549920050176,2.96562309471382,2.49355398933998,NA,2.58786985363799,1.63199252203109,2.6126089918213,1.78492496521063,NA,NA,1.14195699190468,1.8386488543408,1.46087717711022,NA,2.44116291781874,4.0707900079928,2.3744547680449,1.87680221596616,2.73028897742626,2.11131490065304,1.95982316113276,1.73272513663581,2.61567965636364,2.60860594377215,NA,2.41917232629471,1.83719301954244,NA,2.41079644434329,NA,1.41778818022235,1.37204142011834,2.74003144295461,2.18799986681732,2.90454730246747,1.33687771376315,2.2570306038048,NA

"1967-10-01",1.65690657431844,1.99843732274958,1.05113018401195,1.82435115786896,2.76693666906081,NA,2.3068136279368,2.08381276975609,NA,1.6769853717778,2.1030405327045,NA,NA,NA,2.80549920050176,2.96562309471382,2.49355398933998,NA,2.61387806675792,1.64070120364028,2.6126089918213,1.78492496521063,NA,NA,1.14195699190468,1.8386488543408,1.46087717711022,NA,2.44116291781874,4.0707900079928,2.40813122173584,1.87680221596616,2.73028897742626,2.11131490065304,1.95982316113276,1.73272513663581,2.61567965636364,2.60860594377215,NA,2.41917232629471,1.83719301954244,NA,2.36702017720213,NA,1.41778818022235,1.37204142011834,2.74003144295461,2.18799986681732,2.90454730246747,1.33687771376315,2.27522746071133,NA

"1967-11-01",1.65690657431844,1.99843732274958,1.05817110762552,1.82435115786896,2.76693666906081,NA,2.3068136279368,2.08381276975609,NA,1.6769853717778,2.1030405327045,NA,NA,NA,2.80549920050176,2.96562309471382,2.49355398933998,NA,2.61387806675792,1.64070120364028,2.6126089918213,1.78492496521063,NA,NA,1.14195699190468,1.8386488543408,1.46087717711022,NA,2.44116291781874,4.0707900079928,2.40813122173584,1.87680221596616,2.73028897742626,2.11131490065304,1.95982316113276,1.73272513663581,2.61567965636364,2.60860594377215,NA,2.41917232629471,1.83719301954244,NA,2.36702017720213,NA,1.41778818022235,1.37204142011834,2.74003144295461,2.18799986681732,2.90454730246747,1.33687771376315,2.27522746071133,NA

"1967-12-01",1.66821564714441,1.99843732274958,1.17698146637943,1.84149127444318,2.79510228682501,NA,2.3068136279368,2.09469059401945,NA,1.65280470456578,2.12325554257592,NA,NA,NA,2.84167537440296,2.94478476675541,2.52273097402572,NA,2.61387806675792,1.64070120364028,2.65275151154199,1.7914156254732,NA,NA,1.14579335278613,1.87308484255223,1.49315600283397,NA,2.48914174875072,4.14923156575421,2.40813122173584,1.89265648398483,2.78472539921811,2.13037127541772,1.96931206284402,1.72169870394813,2.63975596827712,2.63013797797581,NA,2.48252513693468,1.89264587460388,NA,2.36702017720213,NA,1.42949093036864,1.40384615384615,2.7626482934949,2.22824863228144,2.96002540867604,1.32750855536837,2.27522746071133,NA

"1968-01-01",1.66821564714441,1.98066773614158,1.07524846112908,1.84149127444318,2.79510228682501,NA,2.32553354734306,2.09469059401945,NA,1.65280470456578,2.12325554257592,NA,NA,NA,2.84167537440296,2.94478476675541,2.52273097402572,NA,2.67905654417184,1.70036493721809,2.65275151154199,1.7914156254732,NA,NA,1.14579335278613,1.87308484255223,1.49315600283397,NA,2.48914174875072,4.14923156575421,2.54648515553661,1.89265648398483,2.78472539921811,2.13037127541772,1.96931206284402,1.72169870394813,2.63975596827712,2.63013797797581,NA,2.48252513693468,1.89264587460388,NA,2.4058826729403,NA,1.42949093036864,1.40384615384615,2.7626482934949,2.22824863228144,2.96002540867604,1.32750855536837,2.32154673283706,NA

"1968-02-01",1.66821564714441,1.98066773614158,1.08333109475098,1.84149127444318,2.79510228682501,NA,2.32553354734306,2.09469059401945,NA,1.65280470456578,2.12325554257592,NA,NA,NA,2.84167537440296,2.94478476675541,2.52273097402572,NA,2.67905654417184,1.70036493721809,2.65275151154199,1.7914156254732,NA,NA,1.14579335278613,1.87308484255223,1.49315600283397,NA,2.48914174875072,4.14923156575421,2.54648515553661,1.89265648398483,2.78472539921811,2.13037127541772,1.96931206284402,1.72169870394813,2.63975596827712,2.63013797797581,NA,2.48252513693468,1.89264587460388,NA,2.4058826729403,NA,1.42949093036864,1.40384615384615,2.7626482934949,2.22824863228144,2.96002540867604,1.32750855536837,2.32154673283706,NA

"1968-03-01",1.6897582516254,1.98066773614158,1.0943957338625,1.85809576237447,2.86358227396696,NA,2.32553354734306,2.12779701569057,NA,1.63623357795197,2.15800985397394,NA,NA,NA,2.87489839125102,3.00729975063067,2.56414296088611,NA,2.67905654417184,1.70036493721809,2.69289403126267,1.8076421843543,NA,NA,1.16561455910791,1.89693329169367,1.52543482855771,NA,2.49553892620831,4.24891771207598,2.54648515553661,1.92713680846682,2.83795212274791,2.2006827271357,1.96858214732777,1.72117363572491,2.64209832607828,2.6053761386416,NA,2.55402330894265,1.92485967867942,NA,2.4058826729403,NA,1.41603276770041,1.38054733727811,2.73663891537358,2.27381674130223,3.0155035148846,1.3312252364795,2.32154673283706,NA

"1968-04-01",1.6897582516254,2.05692124568365,1.11175487307801,1.85809576237447,2.86358227396696,NA,2.388673614493,2.12779701569057,NA,1.63623357795197,2.15800985397394,NA,NA,NA,2.87489839125102,3.00729975063067,2.56414296088611,NA,2.54430722483792,1.69317976019301,2.69289403126267,1.8076421843543,NA,NA,1.16561455910791,1.89693329169367,1.52543482855771,NA,2.49553892620831,4.24891771207598,2.59222393830148,1.92713680846682,2.83795212274791,2.2006827271357,1.96858214732777,1.72117363572491,2.64209832607828,2.6053761386416,NA,2.55402330894265,1.92485967867942,NA,2.41655227201707,NA,1.41603276770041,1.38054733727811,2.73663891537358,2.27381674130223,3.0155035148846,1.3312252364795,2.36062861869314,NA

"1968-05-01",1.6897582516254,2.05692124568365,1.11362547198743,1.85809576237447,2.86358227396696,NA,2.388673614493,2.12779701569057,NA,1.63623357795197,2.15800985397394,NA,NA,NA,2.87489839125102,3.00729975063067,2.56414296088611,NA,2.54430722483792,1.69317976019301,2.69289403126267,1.8076421843543,NA,NA,1.16561455910791,1.89693329169367,1.52543482855771,NA,2.49553892620831,4.24891771207598,2.59222393830148,1.92713680846682,2.83795212274791,2.2006827271357,1.96858214732777,1.72117363572491,2.64209832607828,2.6053761386416,NA,2.55402330894265,1.92485967867942,NA,2.41655227201707,NA,1.41603276770041,1.38054733727811,2.73663891537358,2.27381674130223,3.0155035148846,1.3312252364795,2.36062861869314,NA

"1968-06-01",1.7113008561064,2.05692124568365,1.14959285235158,1.87470025030574,2.93206226110891,NA,2.388673614493,2.13962073771596,NA,1.61966245133815,2.19276416537197,NA,NA,NA,2.89704706914972,3.09833034118587,2.54763859065796,NA,2.54430722483792,1.69317976019301,2.73220024848918,1.8238687432354,NA,NA,1.18543576542969,1.92078174083512,1.55771365428146,NA,2.54735606361485,4.39436143375859,2.59222393830148,1.96161713294881,2.89117884627769,2.20331119262048,1.97661121800652,1.73535047775193,2.64444068387944,2.70657669939876,NA,2.60289547715062,1.95707348275497,NA,2.41655227201707,NA,1.47103569338795,1.45636094674556,2.84293811291289,2.31938485032301,3.06919200476385,1.33494191759064,2.36062861869314,NA

"1968-07-01",1.7113008561064,2.08412520043921,1.14311217235657,1.87470025030574,2.93206226110891,NA,2.42093771287646,2.13962073771596,NA,1.61966245133815,2.19276416537197,NA,NA,NA,2.89704706914972,3.09833034118587,2.54763859065796,NA,2.74104604461559,1.72665568524392,2.73220024848918,1.8238687432354,NA,NA,1.18543576542969,1.92078174083512,1.55771365428146,NA,2.54735606361485,4.39436143375859,2.71100355597904,1.96161713294881,2.89117884627769,2.20331119262048,1.97661121800652,1.73535047775193,2.64444068387944,2.70657669939876,NA,2.60289547715062,1.95707348275497,NA,2.44263469853141,NA,1.47103569338795,1.45636094674556,2.84293811291289,2.31938485032301,3.06919200476385,1.33494191759064,2.37758478081059,NA

"1968-08-01",1.7113008561064,2.08412520043921,1.16268329417477,1.87470025030574,2.93206226110891,NA,2.42093771287646,2.13962073771596,NA,1.61966245133815,2.19276416537197,NA,NA,NA,2.89704706914972,3.09833034118587,2.54763859065796,NA,2.74104604461559,1.72665568524392,2.73220024848918,1.8238687432354,NA,NA,1.18543576542969,1.92078174083512,1.55771365428146,NA,2.54735606361485,4.39436143375859,2.71100355597904,1.96161713294881,2.89117884627769,2.20331119262048,1.97661121800652,1.73535047775193,2.64444068387944,2.70657669939876,NA,2.60289547715062,1.95707348275497,NA,2.44263469853141,NA,1.47103569338795,1.45636094674556,2.84293811291289,2.31938485032301,3.06919200476385,1.33494191759064,2.37758478081059,NA

"1968-09-01",1.7328434605874,2.08412520043921,1.16652273051352,1.89987479652414,3.00054224825085,NA,2.42093771287646,2.19873934784296,NA,1.60309132472433,2.22751847677,NA,NA,NA,2.96053994579264,3.12355568555658,2.6529994948652,NA,2.74104604461559,1.72665568524392,2.78906881809348,1.8400953021165,NA,NA,1.20525697175147,1.94463018997656,1.58582747023441,NA,2.60876896720777,4.49241338096033,2.71100355597904,1.9960974574308,2.93714738023525,2.21645352004441,1.99266935936404,1.76475429825241,2.6467830416806,2.74210455583479,NA,2.6309517218626,1.98928728683052,NA,2.44263469853141,NA,1.49034523112932,1.46671597633136,2.88025591630435,2.36495295934379,3.11751164565517,1.33865859870178,2.37758478081059,NA

"1968-10-01",1.7328434605874,2.16179844499378,1.16958478804822,1.89987479652414,3.00054224825085,NA,2.45431231495352,2.19873934784296,NA,1.60309132472433,2.22751847677,NA,NA,NA,2.96053994579264,3.12355568555658,2.6529994948652,NA,2.77642563817145,1.73334675267414,2.78906881809348,1.8400953021165,NA,NA,1.20525697175147,1.94463018997656,1.58582747023441,NA,2.60876896720777,4.49241338096033,2.68154401407816,1.9960974574308,2.93714738023525,2.21645352004441,1.99266935936404,1.76475429825241,2.6467830416806,2.74210455583479,NA,2.6309517218626,1.98928728683052,NA,2.48880922720331,NA,1.49034523112932,1.46671597633136,2.88025591630435,2.36495295934379,3.11751164565517,1.33865859870178,2.38833746898263,NA

"1968-11-01",1.7328434605874,2.16179844499378,1.18281531981159,1.89987479652414,3.00054224825085,NA,2.45431231495352,2.19873934784296,NA,1.60309132472433,2.22751847677,NA,NA,NA,2.96053994579264,3.12355568555658,2.6529994948652,NA,2.77642563817145,1.73334675267414,2.78906881809348,1.8400953021165,NA,NA,1.20525697175147,1.94463018997656,1.58582747023441,NA,2.60876896720777,4.49241338096033,2.68154401407816,1.9960974574308,2.93714738023525,2.21645352004441,1.99266935936404,1.76475429825241,2.6467830416806,2.74210455583479,NA,2.6309517218626,1.98928728683052,NA,2.48880922720331,NA,1.49034523112932,1.46671597633136,2.88025591630435,2.36495295934379,3.11751164565517,1.33865859870178,2.38833746898263,NA

"1968-12-01",1.75438606506839,2.16179844499378,1.18578381257909,1.93361940102964,3.0690222353928,NA,2.45431231495352,2.25218257139775,NA,1.58652019811052,2.26227278816803,NA,NA,NA,3.00557559085332,3.24968240741016,2.70331261959541,NA,2.77642563817145,1.73334675267414,2.86433604256976,1.8563218609976,NA,NA,1.22507817807325,1.96847863911801,1.60977627641654,NA,2.67018187080069,4.74898264280492,2.68154401407816,2.03057778191279,2.97464802635851,2.29070766998957,2.01675657140031,1.80938509722636,2.64912539948176,2.84438171830212,NA,2.6381920430786,2.02150109090607,NA,2.48880922720331,NA,1.54593329432417,1.45894970414201,2.98768595637066,2.41052106836458,3.15688320489996,1.34237527981291,2.38833746898263,NA

