Read,Visible,id,Ticker,Load_Fn,FunctionArgs,Location,Country,Concept,Name,sub1,sub2,sub3,sub4,sub5,seas,Version,Description,Freq
TRUE,FALSE,s_137,USA_PMI_DFED_MANU_NO_EXP6M_1_SA,haver,DFVNWOS@SURVEYS,,USA,PMI,PMI,DFED,MANU,NO,,EXP6M,SA,,,M

TRUE,FALSE,s_138,USA_PMI_DFED_MANU_ORDER_EXP6M_1_SA,haver,DFGROS@SURVEYS,,USA,PMI,PMI,DFED,MANU,ORDER,,EXP6M,SA,,,M

TRUE,FALSE,s_139,USA_PMI_DFED_MANU_UNFILLED_EXP6M_1_SA,haver,DFUFILS@SURVEYS,,USA,PMI,PMI,DFED,MANU,UNFILLED,,EXP6M,SA,,,M

TRUE,FALSE,s_140,USA_PMI_DFED_MANU_SHIP_EXP6M_1_SA,haver,DFVSHPS@SURVEYS,,USA,PMI,PMI,DFED,MANU,SHIP,,EXP6M,SA,,,M

TRUE,FALSE,s_141,USA_PMI_DFED_MANU_DELIV_EXP6M_1_SA,haver,DFDTMS@SURVEYS,,USA,PMI,PMI,DFED,MANU,DELIV,,EXP6M,SA,,,M

TRUE,FALSE,s_142,USA_PMI_DFED_MANU_WAGES_EXP6M_1_SA,haver,DFWGSS@SURVEYS,,USA,PMI,PMI,DFED,MANU,WAGES,,EXP6M,SA,,,M

TRUE,FALSE,s_143,USA_PMI_DFED_MANU_EMPL_EXP6M_1_SA,haver,DFNEMPS@SURVEYS,,USA,PMI,PMI,DFED,MANU,EMPL,,EXP6M,SA,,,M

TRUE,FALSE,s_144,USA_PMI_DFED_MANU_HOURS_EXP6M_1_SA,haver,DFAVWKS@SURVEYS,,USA,PMI,PMI,DFED,MANU,HOURS,,EXP6M,SA,,,M

TRUE,FALSE,s_145,USA_PMI_DFED_MANU_CAPEX_EXP6M_1_SA,haver,DFCEXPS@SURVEYS,,USA,PMI,PMI,DFED,MANU,CAPEX,,EXP6M,SA,,,M

TRUE,FALSE,s_146,USA_PMI_RFED_NONMAN_REV_EXP6M_1_SA,haver,RIS6RX@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,REV,,EXP6M,SA,,,M

TRUE,FALSE,s_147,USA_PMI_RFED_NONMAN_DEMAND_EXP6M_1_SA,haver,RIX6X@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,DEMAND,,EXP6M,SA,,,M

TRUE,FALSE,s_148,USA_PMI_RFED_NONMAN_LOCAL_BCOND_EXP6M_1_SA,haver,RIS6LBC@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,LOCAL,BCOND,EXP6M,SA,,,M

TRUE,FALSE,s_149,USA_PMI_RFED_NONMAN_CAPEX_EXP6M_1_SA,haver,RIS6CX@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,CAPEX,,EXP6M,SA,,,M

TRUE,FALSE,s_150,USA_PMI_RFED_NONMAN_EXPEND_EQUIPSOFT_EXP6M_1_SA,haver,RIS6ESX@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,EXPEND,EQUIPSOFT,EXP6M,SA,,,M

TRUE,FALSE,s_151,USA_PMI_RFED_NONMAN_EXPEND_SERV_EXP6M_1_SA,haver,RIS6BS@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,EXPEND,SERV,EXP6M,SA,,,M

TRUE,FALSE,s_152,USA_PMI_RFED_NONMAN_EMPL_EXP6M_1_SA,haver,RIS6LX@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,EMPL,,EXP6M,SA,,,M

TRUE,FALSE,s_153,USA_PMI_RFED_NONMAN_WAGES_EXP6M_1_SA,haver,RIS6PX@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,WAGES,,EXP6M,SA,,,M

TRUE,FALSE,s_154,USA_PMI_RFED_NONMAN_SKILLS_EXP6M_1_SA,haver,RIS6AS@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,SKILLS,,EXP6M,SA,,,M

TRUE,FALSE,s_155,USA_PMI_RFED_NONMAN_EMPLWK_EXP6M_1_SA,haver,RIS6MWX@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,EMPLWK,,EXP6M,SA,,,M

TRUE,FALSE,s_156,USA_PMI_RFED_NONMAN_PRICES_PAID_EXP6M_1_SA,haver,RIS6PP@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,PRICES,PAID,EXP6M,SA,,,M

TRUE,FALSE,s_157,USA_PMI_RFED_NONMAN_PRICES_REC_EXP6M_1_SA,haver,RIS6P@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,PRICES,REC,EXP6M,SA,,,M

TRUE,FALSE,s_158,USA_PMI_RFED_NONMAN_REV_CUR_1_SA,haver,RISRX@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,REV,,CUR,SA,,,M

TRUE,FALSE,s_159,USA_PMI_RFED_NONMAN_DEMAND_CUR_1_SA,haver,RIXX@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,DEMAND,,CUR,SA,,,M

TRUE,FALSE,s_160,USA_PMI_RFED_NONMAN_LOCAL_BCOND_CUR_1_SA,haver,RISLBC@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,LOCAL,BCOND,CUR,SA,,,M

TRUE,FALSE,s_161,USA_PMI_RFED_NONMAN_CAPEX_CUR_1_SA,haver,RISCX@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,CAPEX,,CUR,SA,,,M

TRUE,FALSE,s_162,USA_PMI_RFED_NONMAN_EXPEND_EQUIPSOFT_CUR_1_SA,haver,RISESX@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,EXPEND,EQUIPSOFT,CUR,SA,,,M

TRUE,FALSE,s_163,USA_PMI_RFED_NONMAN_EXPEND_SERV_CUR_1_SA,haver,RISBS@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,EXPEND,SERV,CUR,SA,,,M

TRUE,FALSE,s_164,USA_PMI_RFED_NONMAN_EMPL_CUR_1_SA,haver,RISLX@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,EMPL,,CUR,SA,,,M

TRUE,FALSE,s_165,USA_PMI_RFED_NONMAN_WAGES_CUR_1_SA,haver,RISWX@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,WAGES,,CUR,SA,,,M

TRUE,FALSE,s_166,USA_PMI_RFED_NONMAN_SKILLS_CUR_1_SA,haver,RISAS@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,SKILLS,,CUR,SA,,,M

TRUE,FALSE,s_167,USA_PMI_RFED_NONMAN_EMPLWK_CUR_1_SA,haver,RISMWX@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,EMPLWK,,CUR,SA,,,M

TRUE,FALSE,s_168,USA_PMI_RFED_NONMAN_PRICES_PAID_CUR_1_SA,haver,RISPP@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,PRICES,PAID,CUR,SA,,,M

TRUE,FALSE,s_169,USA_PMI_RFED_NONMAN_PRICES_REC_CUR_1_SA,haver,RIS1P@SURVEYS,,USA,PMI,PMI,RFED,NONMAN,PRICES,REC,CUR,SA,,,M

TRUE,FALSE,s_170,USA_PMI_NYFED_NONMAN_BACTIVITY_CUR_1_NSA,haver,BLAIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,BACTIVITY,,CUR,NSA,,,M

TRUE,FALSE,s_171,USA_PMI_NYFED_NONMAN_BCLIMATE_CUR_1_NSA,haver,BLBIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,BCLIMATE,,CUR,NSA,,,M

TRUE,FALSE,s_172,USA_PMI_NYFED_NONMAN_EMPL_CUR_1_NSA,haver,BLEIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,EMPL,,CUR,NSA,,,M

TRUE,FALSE,s_173,USA_PMI_NYFED_NONMAN_WAGES_CUR_1_NSA,haver,BLWIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,WAGES,,CUR,NSA,,,M

TRUE,FALSE,s_174,USA_PMI_NYFED_NONMAN_PRICES_PAID_CUR_1_NSA,haver,BLPIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,PRICES,PAID,CUR,NSA,,,M

TRUE,FALSE,s_175,USA_PMI_NYFED_NONMAN_PRICES_REC_CUR_1_NSA,haver,BLRIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,PRICES,REC,CUR,NSA,,,M

TRUE,FALSE,s_176,USA_PMI_NYFED_NONMAN_CAPEX_CUR_1_NSA,haver,BLCIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,CAPEX,,CUR,NSA,,,M

TRUE,FALSE,s_177,USA_PMI_NYFED_NONMAN_BACTIVITY_EXP6M_1_NSA,haver,BL6AIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,BACTIVITY,,EXP6M,NSA,,,M

TRUE,FALSE,s_178,USA_PMI_NYFED_NONMAN_BCLIMATE_EXP6M_1_NSA,haver,BL6BIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,BCLIMATE,,EXP6M,NSA,,,M

TRUE,FALSE,s_179,USA_PMI_NYFED_NONMAN_EMPL_EXP6M_1_NSA,haver,BL6EIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,EMPL,,EXP6M,NSA,,,M

TRUE,FALSE,s_180,USA_PMI_NYFED_NONMAN_WAGES_EXP6M_1_NSA,haver,BL6WIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,WAGES,,EXP6M,NSA,,,M

TRUE,FALSE,s_181,USA_PMI_NYFED_NONMAN_PRICES_PAID_EXP6M_1_NSA,haver,BL6PIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,PRICES,PAID,EXP6M,NSA,,,M

TRUE,FALSE,s_182,USA_PMI_NYFED_NONMAN_PRICES_REC_EXP6M_1_NSA,haver,BL6RIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,PRICES,REC,EXP6M,NSA,,,M

TRUE,FALSE,s_183,USA_PMI_NYFED_NONMAN_CAPEX_EXP6M_1_NSA,haver,BL6CIN@SURVEYS,,USA,PMI,PMI,NYFED,NONMAN,CAPEX,,EXP6M,NSA,,,M

TRUE,FALSE,s_184,USA_PMI_DFED_SERV_BACTIVITY_CUR_1_SA,haver,DSACTS@SURVEYS,,USA,PMI,PMI,DFED,SERV,BACTIVITY,,CUR,SA,,,M

TRUE,FALSE,s_185,USA_PMI_DFED_SERV_OUTLOOK_CUR_1_SA,haver,DSCOLS@SURVEYS,,USA,PMI,PMI,DFED,SERV,OUTLOOK,,CUR,SA,,,M

TRUE,FALSE,s_186,USA_PMI_DFED_SERV_REV_CUR_1_SA,haver,DSREVS@SURVEYS,,USA,PMI,PMI,DFED,SERV,REV,,CUR,SA,,,M

TRUE,FALSE,s_187,USA_PMI_DFED_SERV_EMPL_CUR_1_SA,haver,DSEMPS@SURVEYS,,USA,PMI,PMI,DFED,SERV,EMPL,,CUR,SA,,,M

TRUE,FALSE,s_188,USA_PMI_DFED_SERV_EMPL_PT_CUR_1_SA,haver,DSPEMS@SURVEYS,,USA,PMI,PMI,DFED,SERV,EMPL,PT,CUR,SA,,,M

TRUE,FALSE,s_189,USA_PMI_DFED_SERV_EMPLWK_CUR_1_SA,haver,DSAWKS@SURVEYS,,USA,PMI,PMI,DFED,SERV,EMPLWK,,CUR,SA,,,M

TRUE,FALSE,s_190,USA_PMI_DFED_SERV_WAGES_CUR_1_SA,haver,DSWGSS@SURVEYS,,USA,PMI,PMI,DFED,SERV,WAGES,,CUR,SA,,,M

TRUE,FALSE,s_191,USA_PMI_DFED_SERV_PRICES_INPUT_CUR_1_SA,haver,DSPRMS@SURVEYS,,USA,PMI,PMI,DFED,SERV,PRICES,INPUT,CUR,SA,,,M

TRUE,FALSE,s_192,USA_PMI_DFED_SERV_PRICES_SELL_CUR_1_SA,haver,DSPFGS@SURVEYS,,USA,PMI,PMI,DFED,SERV,PRICES,SELL,CUR,SA,,,M

TRUE,FALSE,s_193,USA_PMI_DFED_SERV_CAPEX_CUR_1_SA,haver,DSCXPS@SURVEYS,,USA,PMI,PMI,DFED,SERV,CAPEX,,CUR,SA,,,M

TRUE,FALSE,s_194,USA_PMI_DFED_SERV_BACTIVITY_EXP6M_1_SA,haver,DSFACTS@SURVEYS,,USA,PMI,PMI,DFED,SERV,BACTIVITY,,EXP6M,SA,,,M

TRUE,FALSE,s_195,USA_PMI_DFED_SERV_OUTLOOK_EXP6M_1_SA,haver,DSFCOLS@SURVEYS,,USA,PMI,PMI,DFED,SERV,OUTLOOK,,EXP6M,SA,,,M

TRUE,FALSE,s_196,USA_PMI_DFED_SERV_REV_EXP6M_1_SA,haver,DSFREVS@SURVEYS,,USA,PMI,PMI,DFED,SERV,REV,,EXP6M,SA,,,M

TRUE,FALSE,s_197,USA_PMI_DFED_SERV_EMPL_EXP6M_1_SA,haver,DSFEMPS@SURVEYS,,USA,PMI,PMI,DFED,SERV,EMPL,,EXP6M,SA,,,M

TRUE,FALSE,s_198,USA_PMI_DFED_SERV_EMPL_PT_EXP6M_1_SA,haver,DSFPEMS@SURVEYS,,USA,PMI,PMI,DFED,SERV,EMPL,PT,EXP6M,SA,,,M

TRUE,FALSE,s_199,USA_PMI_DFED_SERV_EMPLWK_EXP6M_1_SA,haver,DSFAWKS@SURVEYS,,USA,PMI,PMI,DFED,SERV,EMPLWK,,EXP6M,SA,,,M

TRUE,FALSE,s_200,USA_PMI_DFED_SERV_WAGES_EXP6M_1_SA,haver,DSFWGSS@SURVEYS,,USA,PMI,PMI,DFED,SERV,WAGES,,EXP6M,SA,,,M

TRUE,FALSE,s_201,USA_PMI_DFED_SERV_PRICES_INPUT_EXP6M_1_SA,haver,DSFPRMS@SURVEYS,,USA,PMI,PMI,DFED,SERV,PRICES,INPUT,EXP6M,SA,,,M

TRUE,FALSE,s_202,USA_PMI_DFED_SERV_PRICES_SELL_EXP6M_1_SA,haver,DSFPFGS@SURVEYS,,USA,PMI,PMI,DFED,SERV,PRICES,SELL,EXP6M,SA,,,M

TRUE,FALSE,s_203,USA_PMI_DFED_SERV_CAPEX_EXP6M_1_SA,haver,DSFCXPS@SURVEYS,,USA,PMI,PMI,DFED,SERV,CAPEX,,EXP6M,SA,,,M

TRUE,FALSE,s_204,USA_PMI_DFED_RETAIL_BACTIVITY_CUR_1_SA,haver,DRACTS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,BACTIVITY,,CUR,SA,,,M

TRUE,FALSE,s_205,USA_PMI_DFED_RETAIL_OUTLOOK_CUR_1_SA,haver,DRCOLS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,OUTLOOK,,CUR,SA,,,M

TRUE,FALSE,s_206,USA_PMI_DFED_RETAIL_REV_CUR_1_SA,haver,DRREVS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,REV,,CUR,SA,,,M

TRUE,FALSE,s_207,USA_PMI_DFED_RETAIL_NETSALES_CUR_1_SA,haver,DRTRVS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,NETSALES,,CUR,SA,,,M

TRUE,FALSE,s_208,USA_PMI_DFED_RETAIL_NETSALES_ONLINE_CUR_1_SA,haver,DRNRVS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,NETSALES,ONLINE,CUR,SA,,,M

TRUE,FALSE,s_209,USA_PMI_DFED_RETAIL_EMPL_CUR_1_SA,haver,DREMPS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,EMPL,,CUR,SA,,,M

TRUE,FALSE,s_210,USA_PMI_DFED_RETAIL_EMPL_PT_CUR_1_SA,haver,DRPEMS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,EMPL,PT,CUR,SA,,,M

TRUE,FALSE,s_211,USA_PMI_DFED_RETAIL_EMPLWK_CUR_1_SA,haver,DRAWKS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,EMPLWK,,CUR,SA,,,M

TRUE,FALSE,s_212,USA_PMI_DFED_RETAIL_WAGES_CUR_1_SA,haver,DRWGSS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,WAGES,,CUR,SA,,,M

TRUE,FALSE,s_213,USA_PMI_DFED_RETAIL_PRICES_INPUT_CUR_1_SA,haver,DRPRMS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,PRICES,INPUT,CUR,SA,,,M

TRUE,FALSE,s_214,USA_PMI_DFED_RETAIL_PRICES_SELL_CUR_1_SA,haver,DRPFGS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,PRICES,SELL,CUR,SA,,,M

TRUE,FALSE,s_215,USA_PMI_DFED_RETAIL_CAPEX_CUR_1_SA,haver,DRCXPS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,CAPEX,,CUR,SA,,,M

TRUE,FALSE,s_216,USA_PMI_DFED_RETAIL_INV_CUR_1_SA,haver,DRINVS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,INV,,CUR,SA,,,M

TRUE,FALSE,s_217,USA_PMI_DFED_RETAIL_BACTIVITY_EXP6M_1_SA,haver,DRFACTS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,BACTIVITY,,EXP6M,SA,,,M

TRUE,FALSE,s_218,USA_PMI_DFED_RETAIL_OUTLOOK_EXP6M_1_SA,haver,DRFCOLS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,OUTLOOK,,EXP6M,SA,,,M

TRUE,FALSE,s_219,USA_PMI_DFED_RETAIL_REV_EXP6M_1_SA,haver,DRFREVS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,REV,,EXP6M,SA,,,M

TRUE,FALSE,s_220,USA_PMI_DFED_RETAIL_NETSALES_EXP6M_1_SA,haver,DRFTRVS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,NETSALES,,EXP6M,SA,,,M

TRUE,FALSE,s_221,USA_PMI_DFED_RETAIL_NETSALES_ONLINE_EXP6M_1_SA,haver,DRFNRVS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,NETSALES,ONLINE,EXP6M,SA,,,M

TRUE,FALSE,s_222,USA_PMI_DFED_RETAIL_EMPL_EXP6M_1_SA,haver,DRFEMPS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,EMPL,,EXP6M,SA,,,M

TRUE,FALSE,s_223,USA_PMI_DFED_RETAIL_EMPL_PT_EXP6M_1_SA,haver,DRFPEMS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,EMPL,PT,EXP6M,SA,,,M

TRUE,FALSE,s_224,USA_PMI_DFED_RETAIL_EMPLWK_EXP6M_1_SA,haver,DRFAWKS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,EMPLWK,,EXP6M,SA,,,M

TRUE,FALSE,s_225,USA_PMI_DFED_RETAIL_WAGES_EXP6M_1_SA,haver,DRFWGSS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,WAGES,,EXP6M,SA,,,M

TRUE,FALSE,s_226,USA_PMI_DFED_RETAIL_PRICES_INPUT_EXP6M_1_SA,haver,DRFPRMS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,PRICES,INPUT,EXP6M,SA,,,M

TRUE,FALSE,s_227,USA_PMI_DFED_RETAIL_PRICES_SELL_EXP6M_1_SA,haver,DRFPFGS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,PRICES,SELL,EXP6M,SA,,,M

TRUE,FALSE,s_228,USA_PMI_DFED_RETAIL_CAPEX_EXP6M_1_SA,haver,DRFCXPS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,CAPEX,,EXP6M,SA,,,M

TRUE,FALSE,s_229,USA_PMI_DFED_RETAIL_INV_EXP6M_1_SA,haver,DRFINVS@SURVEYS,,USA,PMI,PMI,DFED,RETAIL,INV,,EXP6M,SA,,,M

TRUE,FALSE,s_230,USA_SBO_NFIB_EMPL_HARDTOFILL_1_SA,haver,NFIB2@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,EMPL,HARDTOFILL,,,SA,,,M

TRUE,FALSE,s_231,USA_SBO_NFIB_EMPL_NET_COMPENS_P3M_1_SA,haver,NFIB19@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,EMPL,NET,COMPENS,P3M,SA,,,M

TRUE,FALSE,s_232,USA_SBO_NFIB_EMPL_NET_COMPENS_EXP3M_1_SA,haver,NFIB18@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,EMPL,NET,COMPENS,EXP3M,SA,,,M

TRUE,FALSE,s_233,USA_SBO_NFIB_EMPL_PERC_NOQUAL_APPLIC_1_SA,haver,NFIB21@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,EMPL,PERC,NOQUAL,APPLIC,SA,,,M

TRUE,FALSE,s_234,USA_SBO_NFIB_EMPL_PERFIRM_AVGCH_1_SA,haver,NFIBEMP@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,EMPL,PERFIRM,AVGCH,,SA,,,M

TRUE,FALSE,s_235,USA_SBO_NFIB_SBPROB_PERC_LABOR_QUAL_1_SA,haver,NFIBPQL@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,SBPROB,PERC,LABOR,QUAL,SA,,,M

TRUE,FALSE,s_236,USA_SBO_NFIB_UNCERTAINTY_1_SA,haver,NFIBU@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,UNCERTAINTY,,,,SA,,,M

TRUE,FALSE,s_237,USA_SBO_NFIB_INDEX_1_SA,haver,NFIBB@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,INDEX,,,,SA,,,M

TRUE,FALSE,s_238,USA_SBO_NFIB_PFR_EXP_INC_EMPL_1_SA,haver,NFIB1@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,PFR,EXP,INC,EMPL,SA,,,M

TRUE,FALSE,s_239,USA_SBO_NFIB_PFR_EXP_INC_CAPEX_1_SA,haver,NFIB11@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,PFR,EXP,INC,CAPEX,SA,,,M

TRUE,FALSE,s_240,USA_SBO_NFIB_PFR_EXP_INC_INV_1_SA,haver,NFIB9@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,PFR,EXP,INC,INV,SA,,,M

TRUE,FALSE,s_241,USA_SBO_NFIB_PFR_EXP_INC_ECON_1_SA,haver,NFIB4@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,PFR,EXP,INC,ECON,SA,,,M

TRUE,FALSE,s_242,USA_SBO_NFIB_PFR_EXP_INC_RSALES_1_SA,haver,NFIB5@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,PFR,EXP,INC,RSALES,SA,,,M

TRUE,FALSE,s_243,USA_SBO_NFIB_PFR_GOODTIMEEXP_1_SA,haver,NFIB10@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,PFR,GOODTIMEEXP,,,SA,,,M

TRUE,FALSE,s_244,USA_SBO_NFIB_INTEREST_PAID_ST_LOANS_1_NSA,haver,NFIB24@SURVEYS,,USA,BUSINESS CONFIDENCE,SBO,NFIB,INTEREST,PAID,ST,LOANS,NSA,,,M

TRUE,FALSE,s_245,AUS_HOUS_HPI_REAL_INDEX_1_SA,haver,S193HPC@OECDMEI,,AUS,REAL ESTATE,HOUS,HPI,REAL,,INDEX,,SA,,,Q

TRUE,FALSE,s_246,AUS_HOUS_RENT_INDEX_1_SA,haver,S193HPR@OECDMEI,,AUS,REAL ESTATE,HOUS,RENT,,,INDEX,,SA,,,Q

TRUE,FALSE,s_247,AUS_HOUS_PRICE_INCOME_RATIO_INDEX_1_SA,haver,S193HPYR@OECDMEI,,AUS,REAL ESTATE,HOUS,PRICE,INCOME,RATIO,INDEX,,SA,,,Q

TRUE,FALSE,s_248,AUS_HOUS_PRICE_RENT_RATIO_INDEX_1_SA,haver,S193HPRR@OECDMEI,,AUS,REAL ESTATE,HOUS,PRICE,RENT,RATIO,INDEX,,SA,,,Q

TRUE,FALSE,s_249,AUT_HOUS_HPI_REAL_INDEX_1_SA,haver,S122HPC@OECDMEI,,AUT,REAL ESTATE,HOUS,HPI,REAL,,INDEX,,SA,,,Q

TRUE,FALSE,s_250,AUT_HOUS_RENT_INDEX_1_SA,haver,S122HPR@OECDMEI,,AUT,REAL ESTATE,HOUS,RENT,,,INDEX,,SA,,,Q

TRUE,FALSE,s_251,AUT_HOUS_PRICE_INCOME_RATIO_INDEX_1_SA,haver,S122HPYR@OECDMEI,,AUT,REAL ESTATE,HOUS,PRICE,INCOME,RATIO,INDEX,,SA,,,Q

TRUE,FALSE,s_252,AUT_HOUS_PRICE_RENT_RATIO_INDEX_1_SA,haver,S122HPRR@OECDMEI,,AUT,REAL ESTATE,HOUS,PRICE,RENT,RATIO,INDEX,,SA,,,Q

TRUE,FALSE,s_253,BEL_HOUS_HPI_REAL_INDEX_1_SA,haver,S124HPC@OECDMEI,,BEL,REAL ESTATE,HOUS,HPI,REAL,,INDEX,,SA,,,Q

TRUE,FALSE,s_254,BEL_HOUS_RENT_INDEX_1_SA,haver,S124HPR@OECDMEI,,BEL,REAL ESTATE,HOUS,RENT,,,INDEX,,SA,,,Q

TRUE,FALSE,s_255,BEL_HOUS_PRICE_INCOME_RATIO_INDEX_1_SA,haver,S124HPYR@OECDMEI,,BEL,REAL ESTATE,HOUS,PRICE,INCOME,RATIO,INDEX,,SA,,,Q

TRUE,FALSE,s_256,BEL_HOUS_PRICE_RENT_RATIO_INDEX_1_SA,haver,S124HPRR@OECDMEI,,BEL,REAL ESTATE,HOUS,PRICE,RENT,RATIO,INDEX,,SA,,,Q

TRUE,FALSE,s_257,CAN_HOUS_LAND_INDEX_1_NSA,haver,M156PTDE@BIS,,CAN,REAL ESTATE,HOUS,LAND,,,INDEX,,NSA,,,M

TRUE,FALSE,s_258,CAN_HOUS_STRUCTURES_LAND_INDEX_1_NSA,haver,M156PTSN@BIS,,CAN,REAL ESTATE,HOUS,STRUCTURES,LAND,,INDEX,,NSA,,,M

TRUE,FALSE,s_259,CAN_HOUS_STRUCTURES_INDEX_1_NSA,haver,M156PTRN@BIS,,CAN,REAL ESTATE,HOUS,STRUCTURES,,,INDEX,,NSA,,,M

TRUE,FALSE,s_260,CAN_HOUS_HPI_REAL_INDEX_1_SA,haver,S156HPC@OECDMEI,,CAN,REAL ESTATE,HOUS,HPI,REAL,,INDEX,,SA,,,Q

TRUE,FALSE,s_261,CAN_HOUS_RENT_INDEX_1_SA,haver,S156HPR@OECDMEI,,CAN,REAL ESTATE,HOUS,RENT,,,INDEX,,SA,,,Q

TRUE,FALSE,s_262,CAN_HOUS_PRICE_INCOME_RATIO_INDEX_1_SA,haver,S156HPYR@OECDMEI,,CAN,REAL ESTATE,HOUS,PRICE,INCOME,RATIO,INDEX,,SA,,,Q

TRUE,FALSE,s_263,CAN_HOUS_PRICE_RENT_RATIO_INDEX_1_SA,haver,S156HPRR@OECDMEI,,CAN,REAL ESTATE,HOUS,PRICE,RENT,RATIO,INDEX,,SA,,,Q

TRUE,FALSE,s_264,CHL_HOUS_RENT_INDEX_1_SA,haver,S228HPR@OECDMEI,,CHL,REAL ESTATE,HOUS,RENT,,,INDEX,,SA,,,Q

TRUE,FALSE,s_265,CHL_HOUS_PRICE_RENT_RATIO_INDEX_1_SA,haver,S228HPRR@OECDMEI,,CHL,REAL ESTATE,HOUS,PRICE,RENT,RATIO,INDEX,,SA,,,Q

