Read,Visible,id,Ticker,Load_Fn,FunctionArgs,Location,Country,Concept,Name,sub1,sub2,sub3,sub4,sub5,seas,Version,Description,Freq

TRUE,FALSE,s_7786,CHL_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_CLP,,CHL,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7787,COL_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_COP,,COL,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7788,CZE_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_CZK,,CZE,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7789,HKG_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_HKD,,HKG,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7790,HUN_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_HUF,,HUN,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7791,IND_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_INR,,IND,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7792,IDN_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_IDR,,IDN,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7793,MAL_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_MYR,,MAL,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7794,MEX_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_MXN,,MEX,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7795,PER_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_PEN,,PER,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7796,PHP_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_PHP,,PHP,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7797,POL_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_PLN,,POL,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7798,RUS_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_RUB,,RUS,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7799,SGP_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_SGD,,SGP,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7800,SAF_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_ZAR,,SAF,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7801,KOR_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_KRW,,KOR,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7802,TWN_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_TWD,,TWN,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7803,THA_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_THB,,THA,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7804,TUR_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_TRY,,TUR,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7805,UKR_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_UAH,,UKR,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7806,CHN_INF_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ISI.SI_CISI.EM.SI_CNY,,CHN,INFLATION SURPRISE,INF_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7807,FRA_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_FRA,,FRA,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7808,DEU_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_GER,,DEU,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7809,ITA_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_ITA,,ITA,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7810,ESP_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_ESP,,ESP,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7811,USA_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_USD,,USA,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7812,EUR_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_EUR,,EUR,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7813,JPN_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_JPY,,JPN,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7814,GBR_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_GBP,,GBR,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7815,CAN_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_CAD,,CAN,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7816,AUS_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_AUD,,AUS,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7817,CHE_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_CHF,,CHE,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7818,NZD_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_NZD,,NZD,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7819,SWE_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_SEK,,SWE,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7820,NOR_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.DM.SI_NOK,,NOR,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7821,BRA_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_BRL,,BRA,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7822,CHL_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_CLP,,CHL,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7823,COL_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_COP,,COL,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7824,CZE_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_CZK,,CZE,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7825,HKG_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_HKD,,HKG,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7826,HUN_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_HUF,,HUN,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7827,IND_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_INR,,IND,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7828,IDN_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_IDR,,IDN,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7829,MAL_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_MYR,,MAL,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7830,MEX_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_MXN,,MEX,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7831,PER_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_PEN,,PER,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7832,PHP_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_PHP,,PHP,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7833,POL_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_PLN,,POL,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7834,RUS_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_RUB,,RUS,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7835,SGP_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_SGD,,SGP,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7836,SAF_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_ZAR,,SAF,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7837,KOR_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_KRW,,KOR,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7838,TWN_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_TWD,,TWN,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7839,THA_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_THB,,THA,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7840,TUR_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_TRY,,TUR,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7841,UKR_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_UAH,,UKR,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7842,CHN_ECON_SURPRISE_1_NSA,citivelocity,ECONOMICS.SURPRISE_INDEX.ESI.CESI.EM.SI_CNY,,CHN,ECONOMIC SURPRISE,ECON_SURPRISE,,,,,,NSA,,,M

TRUE,FALSE,s_7843,USA_BOP_FA_FDI_ASSET_1_NSA,haver,BNBFIA@USECON,,USA,BOP,BOP,FA,FDI,ASSET,,,NSA,,,Q

TRUE,FALSE,s_7844,USA_BOP_FA_FDI_LIAB_1_NSA,haver,BNBFID@USECON,,USA,BOP,BOP,FA,FDI,LIAB,,,NSA,,,Q

TRUE,FALSE,s_7845,USA_BOP_FA_FDI_ASSET_EQ_1_NSA,haver,BNBIAQ@USECON,,USA,BOP,BOP,FA,FDI,ASSET,EQ,,NSA,,,Q

TRUE,FALSE,s_7846,USA_BOP_FA_FDI_LIAB_EQ_1_NSA,haver,BNBIDQ@USECON,,USA,BOP,BOP,FA,FDI,LIAB,EQ,,NSA,,,Q

TRUE,FALSE,s_7847,USA_BOP_FA_FDI_ASSET_DEBT_1_NSA,haver,BNBIAO@USECON,,USA,BOP,BOP,FA,FDI,ASSET,DEBT,,NSA,,,Q

TRUE,FALSE,s_7848,USA_BOP_FA_FDI_LIAB_DEBT_1_NSA,haver,BNBDOC@USECON,,USA,BOP,BOP,FA,FDI,LIAB,DEBT,,NSA,,,Q

TRUE,FALSE,s_7849,USA_BOP_FA_ASSET_1_NSA,haver,BNBFCX@USECON,,USA,BOP,BOP,FA,,ASSET,,,NSA,,,Q

TRUE,FALSE,s_7850,USA_BOP_FA_LIAB_1_NSA,haver,BNBFLX@USECON,,USA,BOP,BOP,FA,,LIAB,,,NSA,,,Q

TRUE,FALSE,s_7851,USA_BOP_FA_OTHER_ASSET_DEPOSITS_1_NSA,haver,BNBOAC@USECON,,USA,BOP,BOP,FA,OTHER,ASSET,DEPOSITS,,NSA,,,Q

TRUE,FALSE,s_7852,USA_BOP_FA_OTHER_ASSET_LOANS_1_NSA,haver,BNBOAL@USECON,,USA,BOP,BOP,FA,OTHER,ASSET,LOANS,,NSA,,,Q

TRUE,FALSE,s_7853,USA_BOP_FA_OTHER_LIAB_DEPOSITS_1_NSA,haver,BNBOLC@USECON,,USA,BOP,BOP,FA,OTHER,LIAB,DEPOSITS,,NSA,,,Q

TRUE,FALSE,s_7854,USA_BOP_FA_OTHER_LIAB_LOANS_1_NSA,haver,BNBOLL@USECON,,USA,BOP,BOP,FA,OTHER,LIAB,LOANS,,NSA,,,Q

TRUE,FALSE,s_7855,USA_BOP_FA_OTHER_ASSET_1_NSA,haver,BNBFOA@USECON,,USA,BOP,BOP,FA,OTHER,ASSET,,,NSA,,,Q

TRUE,FALSE,s_7856,USA_BOP_FA_OTHER_LIAB_1_NSA,haver,BNBFOD@USECON,,USA,BOP,BOP,FA,OTHER,LIAB,,,NSA,,,Q

TRUE,FALSE,s_7857,USA_BOP_FA_PORTINV_ASSET_DEBT_1_NSA,haver,BNBPAS@USECON,,USA,BOP,BOP,FA,PORTINV,ASSET,DEBT,,NSA,,,Q

TRUE,FALSE,s_7858,USA_BOP_FA_PORTINV_ASSET_1_NSA,haver,BNBFPA@USECON,,USA,BOP,BOP,FA,PORTINV,ASSET,,,NSA,,,Q

TRUE,FALSE,s_7859,USA_BOP_FA_PORTINV_LIAB_DEBT_1_NSA,haver,BNBPLS@USECON,,USA,BOP,BOP,FA,PORTINV,LIAB,DEBT,,NSA,,,Q

TRUE,FALSE,s_7860,USA_BOP_FA_PORTINV_ASSET_EQ_INVFUNDS_1_NSA,haver,BNBPAE@USECON,,USA,BOP,BOP,FA,PORTINV,ASSET,EQ_INVFUNDS,,NSA,,,Q

TRUE,FALSE,s_7861,USA_BOP_FA_PORTINV_LIAB_EQ_INVFUNDS_1_NSA,haver,BNBPLE@USECON,,USA,BOP,BOP,FA,PORTINV,LIAB,EQ_INVFUNDS,,NSA,,,Q

TRUE,FALSE,s_7862,USA_BOP_FA_PORTINV_LIAB_1_NSA,haver,BNBFPD@USECON,,USA,BOP,BOP,FA,PORTINV,LIAB,,,NSA,,,Q

TRUE,FALSE,s_7863,ARG_BOP_NGDP_1_SA,haver,H213NGPD@EMERGELA,,ARG,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7864,AUS_BOP_NGDP_1_SA,haver,AUSNGDP@ANZ,,AUS,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7865,BRA_BOP_NGDP_1_SA,haver,H223GPMD@EMERGELA,,BRA,BOP,BOP,NGDP,,,,,SA,,,M

TRUE,FALSE,s_7866,CAN_BOP_NGDP_1_SA,haver,V6E05814@CANADA,,CAN,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7867,CHE_BOP_NGDP_1_SA,haver,CHSNGDP@ALPMED,,CHE,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7868,CHL_BOP_NGDP_1_SA,haver,H228NGPD@EMERGELA,,CHL,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7869,CHN_BOP_NGDP_1_SA,haver,H924NGPD@EMERGEPR,,CHN,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7870,COL_BOP_NGDP_1_SA,haver,S233GPD@EMERGELA,,COL,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7871,CZE_BOP_NGDP_1_SA,haver,S935NGDP@EMERGECW,,CZE,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7872,DEU_BOP_NGDP_1_SA,haver,DESNGDP@GERMANY,,DEU,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7873,ESP_BOP_NGDP_1_SA,haver,ESSNGDP@SPAIN,,ESP,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7874,EUR_BOP_NGDP_1_SA,haver,J025GDPN@EUNA,,EUR,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7875,FRA_BOP_NGDP_1_SA,haver,FRSNGDP@FRANCE,,FRA,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7876,GBR_BOP_NGDP_1_SA,haver,YBHAQ@UK,,GBR,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7877,HKG_BOP_NGDP_1_SA,haver,H532NGDP@EMERGEPR,,HKG,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7878,HUN_BOP_NGDP_1_SA,haver,S944NGPE@EMERGECW,,HUN,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7879,IDN_BOP_NGDP_1_SA,haver,H536NGPD@EMERGEPR,,IDN,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7880,IND_BOP_NGDP_1_SA,haver,H534NGPD@EMERGEPR,,IND,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7881,ISE_BOP_NGDP_1_SA,haver,H436NGPD@EMERGEMA,,ISE,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7882,ITA_BOP_NGDP_1_SA,haver,ITSNGDP@ITALY,,ITA,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7883,JPN_BOP_NGDP_1_SA,haver,N9DP@JAPAN,,JPN,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7884,KOR_BOP_NGDP_1_SA,haver,S542NGPD@EMERGEPR,,KOR,BOP,BOP,NGDP,,,,,SA,,,M

TRUE,FALSE,s_7885,MAL_BOP_NGDP_1_SA,haver,H548NGDP@EMERGEPR,,MAL,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7886,MEX_BOP_NGDP_1_SA,haver,H273NGPD@EMERGELA,,MEX,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7887,NOR_BOP_NGDP_1_SA,haver,NOSNGDP@NORDIC,,NOR,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7888,NZD_BOP_NGDP_1_SA,haver,NZSGDP@ANZ,,NZD,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7889,PER_BOP_NGDP_1_SA,haver,H293NGPD@EMERGELA,,PER,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7890,PHP_BOP_NGDP_1_SA,haver,H566NGPD@EMERGEPR,,PHP,BOP,BOP,NGDP,,,,,SA,,,M

TRUE,FALSE,s_7891,POL_BOP_NGDP_1_SA,haver,H964NGPD@EMERGECW,,POL,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7892,ROM_BOP_NGDP_USD_1_SA,haver,H968NGPD@EMERGECW,,ROM,BOP,BOP,NGDP,,,,USD,SA,,,Q

TRUE,FALSE,s_7893,RUS_BOP_NGDP_1_SA,haver,H922NGPD@EMERGECW,,RUS,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7894,SAF_BOP_NGDP_1_SA,haver,S199GDPN@EMERGEMA,,SAF,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7895,SGP_BOP_NGDP_1_SA,haver,H576NGDP@EMERGEPR,,SGP,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7896,SWE_BOP_NGDP_1_SA,haver,SESNGDP@NORDIC,,SWE,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7897,THA_BOP_NGDP_1_SA,haver,H578NGPD@EMERGEPR,,THA,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7898,TUR_BOP_NGDP_1_SA,haver,H186NGPD@EMERGEMA,,TUR,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7899,TWN_BOP_NGDP_1_SA,haver,H528NGPD@EMERGEPR,,TWN,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7900,URY_BOP_NGDP_1_SA,haver,H298NGPD@EMERGELA,,URY,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7901,USA_BOP_NGDP_1_SA,haver,GDP@USECON,,USA,BOP,BOP,NGDP,,,,,SA,,,Q

TRUE,FALSE,s_7902,VNM_BOP_NGDP_1_SA,haver,A582NGPD@EMERGEPR,,VNM,BOP,BOP,NGDP,,,,,SA,,,A

TRUE,FALSE,s_7903,ARG_RGDP_PRIVATE_CONS_CONTRIB_1_SA,haver,H213NCPT@EMERGELA,,ARG,REAL GDP CONTRIBUTION,RGDP,PRIVATE,CONS,CONTRIB,,,SA,,,Q

TRUE,FALSE,s_7904,ARG_RGDP_PUBLIC_CONS_CONTRIB_1_SA,haver,H213NCGT@EMERGELA,,ARG,REAL GDP CONTRIBUTION,RGDP,PUBLIC,CONS,CONTRIB,,,SA,,,Q

TRUE,FALSE,s_7905,ARG_RGDP_GROSSCAPFORM_CONTRIB_1_SA,haver,H213NFBT@EMERGELA,,ARG,REAL GDP CONTRIBUTION,RGDP,GROSSCAPFORM,,CONTRIB,,,SA,,,Q

TRUE,FALSE,s_7906,ARG_RGDP_GROSSCAPFORM_FIXED_CONTRIB_1_SA,haver,H213NFFT@EMERGELA,,ARG,REAL GDP CONTRIBUTION,RGDP,GROSSCAPFORM,FIXED,CONTRIB,,,SA,,,Q

TRUE,FALSE,s_7907,ARG_RGDP_GROSSCAPFORM_CHINV_CONTRIB_1_SA,haver,H213NBT@EMERGELA,,ARG,REAL GDP CONTRIBUTION,RGDP,GROSSCAPFORM,CHINV,CONTRIB,,,SA,,,Q

TRUE,FALSE,s_7908,ARG_RGDP_EXP_CONTRIB_1_SA,haver,H213NXT@EMERGELA,,ARG,REAL GDP CONTRIBUTION,RGDP,EXP,,CONTRIB,,,SA,,,Q

TRUE,FALSE,s_7909,ARG_RGDP_IMP_CONTRIB_1_SA,haver,H213NMT@EMERGELA,,ARG,REAL GDP CONTRIBUTION,RGDP,IMP,,CONTRIB,,,SA,,,Q

TRUE,FALSE,s_7910,ARG_RGDP_FINAL_DOMESTIC_DEMAND_CONTRIB_1_SA,haver,H213NDFT@EMERGELA,,ARG,REAL GDP CONTRIBUTION,RGDP,FINAL,DOMESTIC_DEMAND,CONTRIB,,,SA,,,Q

TRUE,FALSE,s_7911,ARG_RGDP_TOTAL_DOMESTIC_DEMAND_CONTRIB_1_SA,haver,H213NDTT@EMERGELA,,ARG,REAL GDP CONTRIBUTION,RGDP,TOTAL,DOMESTIC_DEMAND,CONTRIB,,,SA,,,Q

TRUE,FALSE,s_7912,BRA_RGDP_PRIVATE_CONS_CONTRIB_1_SA,haver,H223NCPT@EMERGELA,,BRA,REAL GDP CONTRIBUTION,RGDP,PRIVATE,CONS,CONTRIB,,,SA,,,Q

TRUE,FALSE,s_7913,BRA_RGDP_PUBLIC_CONS_CONTRIB_1_SA,haver,H223NCGT@EMERGELA,,BRA,REAL GDP CONTRIBUTION,RGDP,PUBLIC,CONS,CONTRIB,,,SA,,,Q

TRUE,FALSE,s_7914,BRA_RGDP_GROSSCAPFORM_CONTRIB_1_SA,haver,H223NFT@EMERGELA,,BRA,REAL GDP CONTRIBUTION,RGDP,GROSSCAPFORM,,CONTRIB,,,SA,,,Q

TRUE,FALSE,s_7915,BRA_RGDP_EXP_CONTRIB_1_SA,haver,H223NXT@EMERGELA,,BRA,REAL GDP CONTRIBUTION,RGDP,EXP,,CONTRIB,,,SA,,,Q

TRUE,FALSE,s_7916,BRA_RGDP_IMP_CONTRIB_1_SA,haver,H223NMT@EMERGELA,,BRA,REAL GDP CONTRIBUTION,RGDP,IMP,,CONTRIB,,,SA,,,Q

